VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
PARIS 06;75;75106;CENTRE DE RECHERCHE DES CORDELIERS - UMRS1138;;;SC (0,12 m3);TFA;TFA(SC-SNC);0,0768;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 06;75;75106;CENTRE DE RECHERCHE DES CORDELIERS - UMRS1138;;;SC (0,12 m3);TFA;TFA(SC-SNC);0,0768;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 06;75;75106;CENTRE DE RECHERCHE DES CORDELIERS - UMRS1138;;;SNC (0,04 m3);TFA;TFA(SC-SNC);0,04;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 06;75;75106;FACULTE DE PHARMACIE - CNRS - UMR 8015 LABORATOIRE DE CRISTALLOGRAPHIE ET RMN BIOLOGIQUES;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,03;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;32P,35S
PARIS 06;75;75106;FACULTE DE PHARMACIE - INSERM UMR-S1144;;;SI (0,24 m3);FMA-VC;F3-7-01;0,01896;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 06;75;75106;FACULTE DE PHARMACIE - INSERM UMR-S1144;;;SI (0,12 m3);FMA-VC;F3-7-01;0,00948;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;14C
PARIS 06;75;75106;FACULTE DE PHARMACIE - INSERM UMR-S1144;;;SO (0,36 m3);FMA-VC;F3-7-01;0,02844;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;14C
PARIS 06;75;75106;FACULTE DE PHARMACIE - INSERM UMR-S1144;;;SLV (0,12 m3);FMA-VC;F3-7-01;0,00708;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;14C
PARIS 06;75;75106;FACULTE DE PHARMACIE - INSERM UMR-S1144;;;SL (0,12 m3);FMA-VC;F3-7-01;0,00708;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 06;75;75106;FACULTE DE PHARMACIE - INSERM UMR-S1144;;;LA (0,03 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 06;75;75106;FACULTE DE PHARMACIE - INSERM UMR-S1144;;;SNC (0,12 m3);TFA;TFA(SC-SNC);0,12;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;14C
PARIS 06;75;75106;INSERM UMR 1124;;;SI (0,24 m3);FMA-VC;F3-7-01;0,01896;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 06;75;75106;INSERM UMR 1124;;;LA (0,01 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 06;75;75106;INSERM UMR 1124;;;SL (0,24 m3);FMA-VC;F3-7-01;0,01416;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 06;75;75106;UMR 8003 - SPPIN;;;SL (0,1 m3);FMA-VC;F3-7-01;0,0059;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 06;75;75106;UMR 8003 - SPPIN;;;SI (0,08 m3);FMA-VC;F3-7-01;0,00632;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 06;75;75106;UMR 8003 - SPPIN;;;LA (0,03 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 06;75;75106;UMR 8003 - SPPIN;;;LA (0,02 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;14C
PARIS 06;75;75106;UMR 8003 - SPPIN;;;LS-LH (0,025 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 06;75;75106;UMR 8003 - SPPIN;;;LS-LH (0,005 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;14C
PARIS 06;75;75106;UMR 8003 - SPPIN;;;SL (0,01 m3);FMA-VC;F3-7-01;0,00059;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;14C
PARIS 06;75;75106;UMR 8003 - SPPIN;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,15;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;125I
PARIS 10;75;75110;BIOCHIMIE - BIOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,2;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;125I
PARIS 10;75;75110;MEDECINE NUCLEAIRE CHU SAINT LOUIS;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,5;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;18F,111In,125I,131I,99mTc,177Lu
PARIS 10;75;75110;PRODUCTION RADIOPHARMACEUTIQUE (PARIS);;;SI (0,93 m3);FMA-VC;F3-7-01;0,07347;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 57Co, 58Co, 51Cr, 56Co
PARIS 10;75;75110;PRODUCTION RADIOPHARMACEUTIQUE (PARIS);;;LA (0,84 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 54Mn, 57Co, 58Co, 56Co
PARIS 10;75;75110;PRODUCTION RADIOPHARMACEUTIQUE (PARIS);;;SNC (0,12 m3);TFA;TFA(SC-SNC);0,12;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 57Co, 58Co, 51Cr, 56Co
PARIS 10;75;75110;PRODUCTION RADIOPHARMACEUTIQUE (PARIS);;;TFA-09 (0,12 m3);TFA;TFA-09;0,12;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;
PARIS 10;75;75110;PRODUCTION RADIOPHARMACEUTIQUE (PARIS);;;DGD - Déchets gérés en décroissance;VTC;DGD;1;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn,58Co,18F,51Cr,56Co
PARIS 10;75;75110;SERVICE DE RADIOPHARMACIE;;;SI (0,002 m3);FMA-VC;F3-7-01;0,000158;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;54Mn, 57Co, 65Zn
PARIS 10;75;75110;SERVICE DE RADIOPHARMACIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,02;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;18F
PARIS 10;75;75110;SOUTE A DECHETS;;;SI (0,09 m3);FMA-VC;F3-7-01;0,00711;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;238U
PARIS 10;75;75110;SOUTE A DECHETS;;;LS-LH (0,028 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;238U
PARIS 10;75;75110;SOUTE A DECHETS;;;SNC (0,03 m3);TFA;TFA(SC-SNC);0,03;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 10;75;75110;SOUTE A DECHETS;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,8;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;111In,125I,99mTc
PARIS 10;75;75110;UMR1131;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,05;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;35S
PARIS 12;75;75112;LABORATOIRE RHIDOMAT;;;SL (0,2 m3);FMA-VC;F3-7-01;0,0118;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 12;75;75112;LABORATOIRE RHIDOMAT;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,15;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;125I
PARIS 12;75;75112;UMRS 938;;;SL (0,05 m3);FMA-VC;F3-7-01;0,00295;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 12;75;75112;UMRS 938;;;SI (0,06 m3);FMA-VC;F3-7-01;0,00474;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 12;75;75112;UMRS 938;;;LA (0,02 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 12;75;75112;UMRS 938;;;SC (0,12 m3);TFA;TFA(SC-SNC);0,0768;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 12;75;75112;UMRS 938;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,025;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;125I
PARIS 13;75;75113;EVESIO CMN Paris 13;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,15;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;18F,123I,201Tl,99mTc
PARIS 13;75;75113;FACULTE DE MEDECINE – LOCAL DE STOCKAGE;;;SI (0,24 m3);FMA-VC;F3-7-01;0,01896;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 13;75;75113;FACULTE DE MEDECINE – LOCAL DE STOCKAGE;;;SL (0,24 m3);FMA-VC;F3-7-01;0,01416;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 13;75;75113;FACULTE DE MEDECINE – LOCAL DE STOCKAGE;;;LA (0,009 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 13;75;75113;ICM - INSTITUT DU CERVEAU - UMR 1127;;;SI (0,07 m3);FMA-VC;F3-7-01;0,00553;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 13;75;75113;ICM - INSTITUT DU CERVEAU - UMR 1127;;;SL (0,075 m3);FMA-VC;F3-7-01;0,004425;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 13;75;75113;ICM - INSTITUT DU CERVEAU - UMR 1127;;;LA (0,002 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 13;75;75113;POLE PREVENTION ET SECURITE AU TRAVAIL/SOUTE CENTRALISEE;;;SL (0,033 m3);FMA-VC;F3-7-01;0,001947;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 55Fe
PARIS 13;75;75113;POLE PREVENTION ET SECURITE AU TRAVAIL/SOUTE CENTRALISEE;;;SLV (0,01 m3);FMA-VC;F3-7-01;0,00059;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 13;75;75113;POLE PREVENTION ET SECURITE AU TRAVAIL/SOUTE CENTRALISEE;;;LA (0,17 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 13;75;75113;POLE PREVENTION ET SECURITE AU TRAVAIL/SOUTE CENTRALISEE;;;SI (1 m3);FMA-VC;F3-7-01;0,079;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 13;75;75113;POLE PREVENTION ET SECURITE AU TRAVAIL/SOUTE CENTRALISEE;;;LS-LH (0,02 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 13;75;75113;POLE PREVENTION ET SECURITE AU TRAVAIL/SOUTE CENTRALISEE;;;SC (0,018 m3);TFA;TFA(SC-SNC);0,01152;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 13;75;75113;POLE PREVENTION ET SECURITE AU TRAVAIL/SOUTE CENTRALISEE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,1;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;32P,35S,125I
PARIS 13;75;75113;SERVICE COMPETENT EN RADIOPROTECTION;;;DGD - Déchets gérés en décroissance;VTC;DGD;15;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;18F,111In,125I,131I,99mTc,177Lu
PARIS 14;75;75114;INSERM - U 1016 - CNRS - UMR 8104 - UNIVERSITE RENE DESCARTES - BATIMENT FACULTE;;;SL (0,001 m3);FMA-VC;F3-7-01;0,000059;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;U
PARIS 14;75;75114;INSERM - U 1016 - CNRS - UMR 8104 - UNIVERSITE RENE DESCARTES - BATIMENT FACULTE;;;SI (0,1 m3);FMA-VC;F3-7-01;0,0079;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 14;75;75114;INSERM - U 1016 - CNRS - UMR 8104 - UNIVERSITE RENE DESCARTES - BATIMENT FACULTE;;;SL (0,1 m3);FMA-VC;F3-7-01;0,0059;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 14;75;75114;INSERM - U 1016 - CNRS - UMR 8104 - UNIVERSITE RENE DESCARTES - BATIMENT FACULTE;;;LA (0,02 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 14;75;75114;INSERM - U 1016 - CNRS - UMR 8104 - UNIVERSITE RENE DESCARTES - BATIMENT FACULTE;;;S01 (0,0002 m3);SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;129I
PARIS 14;75;75114;INSERM - U 1016 - CNRS - UMR 8104 - UNIVERSITE RENE DESCARTES - BATIMENT FACULTE;;;S01 (5E-05 m3);SANS CATEGORIE;S01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;133Ba
PARIS 14;75;75114;INSERM - U 1016 - CNRS - UMR 8104 - UNIVERSITE RENE DESCARTES - BATIMENT FACULTE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,28;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;32P,125I
PARIS 14;75;75114;LABORATOIRE DE BIOLOGIE - RADIOIMMUNOLOGIE;;;SO (0,1 m3);FMA-VC;F3-7-01;0,0079;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;57Co, 125I
PARIS 14;75;75114;RADIOANALYSE;;;SI (0,4 m3);FMA-VC;F3-7-01;0,0316;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 14;75;75114;RADIOANALYSE;;;SI (0,12 m3);FMA-VC;F3-7-01;0,00948;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;57Co
PARIS 14;75;75114;RADIOANALYSE;;;SL (0,27 m3);FMA-VC;F3-7-01;0,01593;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 14;75;75114;RADIOANALYSE;;;LS-LH (0,025 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 14;75;75114;RADIOANALYSE;;;SNC (0,1 m3);TFA;TFA(SC-SNC);0,1;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 14;75;75114;RADIOANALYSE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,3;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;125I
PARIS 14;75;75114;RADIOANALYSE;;;DGD - Déchets gérés en décroissance;VTC;DGD;1,45;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;125I
PARIS 15;75;75115;CEDI (CENTRE D’ETUDE DU DEFICIT IMMUNITAIRE);;;LA (0,168 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 15;75;75115;CEDI (CENTRE D’ETUDE DU DEFICIT IMMUNITAIRE);;;SI (0,6 m3);FMA-VC;F3-7-01;0,0474;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 15;75;75115;ENSEMBLE DES UNITES DE RECHERCHE DE L'INSTITUT PASTEUR;;;SI (0,21 m3);FMA-VC;F3-7-01;0,01659;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C, 63Ni, U
PARIS 15;75;75115;ENSEMBLE DES UNITES DE RECHERCHE DE L'INSTITUT PASTEUR;;;SL (0,004 m3);FMA-VC;F3-7-01;0,000236;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 15;75;75115;ENSEMBLE DES UNITES DE RECHERCHE DE L'INSTITUT PASTEUR;;;LA (0,05 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C, U
PARIS 15;75;75115;ENSEMBLE DES UNITES DE RECHERCHE DE L'INSTITUT PASTEUR;;;SLV (0,01 m3);FMA-VC;F3-7-01;0,00059;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 15;75;75115;ENSEMBLE DES UNITES DE RECHERCHE DE L'INSTITUT PASTEUR;;;SO (0,02 m3);FMA-VC;F3-7-01;0,00158;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 15;75;75115;ENSEMBLE DES UNITES DE RECHERCHE DE L'INSTITUT PASTEUR;;;SNC (0,01 m3);TFA;TFA(SC-SNC);0,01;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 15;75;75115;ENSEMBLE DES UNITES DE RECHERCHE DE L'INSTITUT PASTEUR;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,17;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;32P,33P,35S,125I
PARIS 15;75;75115;INSERM - U 1151 Institut de Médecine Moléculaire;;;SL (0,01 m3);FMA-VC;F3-7-01;0,00059;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;35S
PARIS 15;75;75115;INSERM - U 1151 Institut de Médecine Moléculaire;;;LA (0,2 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;32P
PARIS 15;75;75115;INSERM - U 1151 Institut de Médecine Moléculaire;;;SL (0,01 m3);FMA-VC;F3-7-01;0,00059;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;32P
PARIS 15;75;75115;INSERM - U 1151 Institut de Médecine Moléculaire;;;SI (0,07 m3);FMA-VC;F3-7-01;0,00553;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;35S
PARIS 15;75;75115;INSERM - U 1151 Institut de Médecine Moléculaire;;;LA (0,01 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;35S
PARIS 15;75;75115;INSERM - U 1151 Institut de Médecine Moléculaire;;;SI (0,25 m3);FMA-VC;F3-7-01;0,01975;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;32P
PARIS 15;75;75115;INSERM - U 1151 Institut de Médecine Moléculaire;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,405;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;32P,35S
PARIS 15;75;75115;INSTITUT IMAGINE UMR 1163;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,045;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;32P,35S
PARIS 15;75;75115;LABORATOIRE DE BIOCHIMIE B;;;DIV9-07 (0,125 m3);FA-VL;DIV9-07;0,125;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;U
PARIS 15;75;75115;LABORATOIRE DE BIOCHIMIE B;;;SI (0,12 m3);FMA-VC;F3-7-01;0,00948;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;14C
PARIS 15;75;75115;LABORATOIRE DE BIOCHIMIE B;;;SL (0,12 m3);FMA-VC;F3-7-01;0,00708;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;14C
PARIS 15;75;75115;LABORATOIRE DE BIOCHIMIE B;;;LA (0,03 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;14C
PARIS 15;75;75115;LABORATOIRE D'IMMUNOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,89;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;35S,125I
PARIS 15;75;75115;SCINTIGRAPHIE - PHYSIOLOGIE - IMMUNOLOGIE;;;SI (0,36 m3);FMA-VC;F3-7-01;0,02844;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 15;75;75115;SCINTIGRAPHIE - PHYSIOLOGIE - IMMUNOLOGIE;;;SL (0,72 m3);FMA-VC;F3-7-01;0,04248;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 15;75;75115;SCINTIGRAPHIE - PHYSIOLOGIE - IMMUNOLOGIE;;;LA (0,02 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 15;75;75115;SCINTIGRAPHIE - PHYSIOLOGIE - IMMUNOLOGIE;;;TFA-07 (1 m3);TFA;TFA-07;1;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;60Co, 57Co, 58Co, 124Sb, 122Sb, 181W
PARIS 15;75;75115;SCINTIGRAPHIE - PHYSIOLOGIE - IMMUNOLOGIE;;;DGD - Déchets gérés en décroissance;VTC;DGD;20;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;18F,68Ga,125I,201Tl,99mTc
PARIS 18;75;75118;CNR DU PALUDISME;;;LA (0,1 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 18;75;75118;CNR DU PALUDISME;;;SC (0,24 m3);TFA;TFA(SC-SNC);0,1536;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 18;75;75118;SOUTE RADIOACTIVE;;;LS-LH (0,028 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 18;75;75118;SOUTE RADIOACTIVE;;;LA (0,027 m3);FMA-VC;F3-7-01;0;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 14C
PARIS 18;75;75118;SOUTE RADIOACTIVE;;;SI (0,015 m3);FMA-VC;F3-7-01;0,001185;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H, 210Pb, 226Ra, 230Th, 234U, 238U
PARIS 18;75;75118;SOUTE RADIOACTIVE;;;SI (0,3 m3);FMA-VC;F3-7-01;0,0237;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
PARIS 18;75;75118;SOUTE RADIOACTIVE;;;DGD - Déchets gérés en décroissance;VTC;DGD;0,05;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;111In,125I,99mTc
PARIS 19;75;75119;BIOCHIMIE HORMONOLOGIE;;;SI (0,24 m3);FMA-VC;F3-7-01;0,01896;-;Conformément à la réglementation les activités radiologiques pour ce site ne sont déclarées que tous les cinq ans (à chaque Edition). ;3H
